ID,英文名稱,中文名稱,圖片,化學式,更新日期
789880,arginine phosphate; argininephosphoric acid,精胺酸磷酸；磷酸精胺酸,,C<Sub>6</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>5</Sub><Font>P</Font>,2023-01-17
789881,arginine hydrochloride,精胺酸盐酸盐,,C<Sub>6</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub><Font>·HCl</Font>,2023-01-17
789882,arginine flavianate,黄晶酸精胺酸；二硝苯酚磺酸精胺酸,,C<Sub>6</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub><Font>C</Font><Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>8</Sub><Font>S</Font>,2023-01-17
789883,arginine diflavianate,双黄晶酸精胺酸,,C<Sub>6</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub><Font>(C</Font><Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>8</Sub><Font>S)</Font><Sub>2</Sub>,2023-01-17
789884,arginine,精胺酸；筋胺酸,,C<Sub>6</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789885,arecoline,槟榔碱[酸甲酯],,C<Sub>8</Sub><Font>H</Font><Sub>13</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789886,arecoline hydrochloride,槟榔碱酸甲酯盐酸盐,,C<Sub>8</Sub><Font>H</Font><Sub>13</Sub><Font>NO</Font><Sub>2</Sub><Font>·HCl</Font>,2023-01-17
789887,arecaine; arecaidine,槟榔碱酸,,C<Sub>7</Sub><Font>H</Font><Sub>11</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789888,"arecaidine; arecaine; 1,2,5,6-tetrahydro-1-methylnicotinic acid","槟榔碱酸；1,2,5,6-四氢-1-甲烟碱酸",,C<Sub>7</Sub><Font>H</Font><Sub>11</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789889,arachidonic acid,花生油酸；二十碳四烯酸,,C<Sub>20</Sub><Font>H</Font><Sub>32</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789890,arbutin,熊果苷,,C<Sub>12</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>7</Sub>,2023-01-17
789891,arachidic alcohol; eicosanol,花生醇；二十醇,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>19</Sub><Font>OH</Font>,2023-01-17
789892,arabopyranose,阿拉伯哌喃糖；树胶哌喃糖,,C<Sub>5</Sub><Font>H</Font><Sub>7</Sub><Font>(OH)</Font><Sub>5</Sub>,2023-01-17
789893,arachidic acid; eicosanoic acid,花生酸；二十酸,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>18</Sub><Font>COOH</Font>,2023-01-17
789894,arabonic acid; arabinonic acid,阿拉伯糖酸；树胶糖酸,,C<Sub>5</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
789895,araboketose,阿拉伯酮糖,,HOCH<Sub>2</Sub><Font>CO(CHOH)</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
789896,arabitol,阿拉伯糖醇；树胶糖醇,,C<Sub>5</Sub><Font>H</Font><Sub>7</Sub><Font>(OH)</Font><Sub>5</Sub>,2023-01-17
789897,arabinofuranosylcytosine; arabinosylcytosine,阿拉伯呋喃糖基胞嘧啶；阿拉伯糖基胞嘧啶,,C<Sub>9</Sub><Font>H</Font><Sub>13</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>5</Sub>,2023-01-17
789898,arabinose,阿拉伯糖；树胶糖,,HOCH<Sub>2</Sub><Font>(CHOH)</Font><Sub>3</Sub><Font>CHO</Font>,2023-01-17
789899,arabinose phenylhydrazone,阿拉伯糖苯腙,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHN=C</Font><Sub>5</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789900,arabinonic acid; arabonic acid,阿拉伯糖酸；树胶糖酸,,HOCH<Sub>2</Sub><Font>(CHOH)</Font><Sub>3</Sub><Font>COOH</Font>,2023-01-17
789901,apotropine,变阿托品,,C<Sub>17</Sub><Font>H</Font><Sub>21</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789902,aposafranone; benzeneindone,10-苯-2-二苯并吡【口+井】酮；苯吲酮；变蕃红花酮,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(NC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>O</Font>,2023-01-17
789903,apomorphine hydrochloride,变吗啡碱盐酸盐,,C<Sub>17</Sub><Font>H</Font><Sub>21</Sub><Font>NO</Font><Sub>2</Sub><Font>·HCl</Font>,2023-01-17
789904,apomorphine,变吗啡碱,,C<Sub>17</Sub><Font>H</Font><Sub>17</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789905,apogossypolic acid,变棉子酸,,C<Sub>13</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
789906,apofenchene; 4-isopropyl-1-methyl-cyclopentene,变葑烯；4-异丙-1-甲环戊烯,,C<Sub>9</Sub><Font>H</Font><Sub>16</Sub>,2023-01-17
789907,apogossypol,变棉子酚,,C<Sub>28</Sub><Font>H</Font><Sub>30</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
789908,apocodeine,变可待因；去水可待因,,C<Sub>18</Sub><Font>H</Font><Sub>19</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789909,apocamphoric acid,变樟脑酸；去甲樟脑酸,,C<Sub>7</Sub><Font>H</Font><Sub>12</Sub><Font>(COOH)</Font><Sub>2</Sub>,2023-01-17
789910,apocholic acid,变胆酸；去水胆酸,,C<Sub>24</Sub><Font>H</Font><Sub>38</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789911,apocamphor,变樟脑；去甲樟脑,,C<Sub>9</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font>,2023-01-17
789912,apocamphane,变莰；去甲莰,,C<Sub>9</Sub><Font>H</Font><Sub>16</Sub>,2023-01-17
789913,apocaffeine,变咖啡碱,,C<Sub>7</Sub><Font>H</Font><Sub>7</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>5</Sub>,2023-01-17
789914,apoatropine,变阿托品,,C<Sub>17</Sub><Font>H</Font><Sub>21</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789915,apiose,洋芹糖,,(HOH<Sub>2</Sub><Font>C)</Font><Sub>2</Sub><Font>C(OH)CH(OH)CHO</Font>,2023-01-17
789916,apione,洋芹素,,C<Sub>9</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789917,apiolic acid,洋芹酸,,C<Sub>10</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
789918,apiole,"洋芹脑；2,5-二甲黄樟油精",,CH<Sub>2</Sub><Font>=CHCH</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H(OCH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>(CH</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub><Font>)</Font>,2023-01-17
789919,apiolaldehyde,洋芹醛,,C<Sub>10</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>5</Sub>,2023-01-17
789920,antisepsin; p-bromoacetanilide,对-溴乙醯胺苯,,<p>BrC<sub>6</sub>H<sub>4</sub>NHCOCH<sub>3</sub></p>,2025-05-15
789921,antipyrine salicylate; salipyrine,柳酸安替比林；柳比林,,C<Sub>11</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub><Font>C</Font><Sub>7</Sub><Font>H</Font><Sub>6</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
789922,antipyrine chloral hydrate; hypnal,水合氯醛安替比林,,Cl<Sub>3</Sub><Font>CCH(OH)</Font><Sub>2</Sub><Font>C</Font><Sub>11</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2023-01-17
789923,"antipyrine; phenazone; 2,3-dimethyl-1-phenyl-5-pyrazolone","安替比林；非那宗；2,3-二甲-1-苯-5-二氢吡唑酮",,C<Sub>11</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2023-01-17
789924,antimycin A1,抗霉素A1,,C<Sub>28</Sub><Font>H</Font><Sub>40</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>9</Sub>,2023-01-17
789925,antimony thioglycollic acid,硫醇乙醯胺锑,,Sb(SCH<Sub>2</Sub><Font>CONH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub>,2023-01-17
789926,antimony tartrate,酒石酸锑(III)；酒石酸亚锑,,Sb<Sub>2</Sub><Font>(C</Font><Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>6</Sub><Font>)</Font><Sub>3</Sub>,2023-01-17
789927,antimony sodium tartrate,酒石酸[二氢氧]锑钠,,Na[Sb(C4H2O6)(OH)2],2023-01-17
789928,antimony potassium tartrate; tartaremetic,酒石酸[二氢氧]锑钾；吐酒石,,K[Sb(C4H2O6)(OH)2],2023-01-17
789929,antimony(III) ethoxide,乙氧化锑(III)；三乙氧化锑；乙氧化亚锑,,Sb(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>O)</Font><Sub>3</Sub>,2023-01-17
789930,antifebrin; acetanilide,安替非布林；乙醯胺苯,,CH<Sub>3</Sub><Font>CONHC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
789931,1-anthrylamine,1-蒽胺；1-胺蒽,,C<Sub>14</Sub><Font>H</Font><Sub>11</Sub><Font>N</Font>,2023-01-17
789932,9-anthrol; anthranol,9-蒽酚；9-羟蒽,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>OH</Font>,2023-01-17
789933,1-anthrol,1-蒽酚；1-羟蒽,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>OH</Font>,2023-01-17
789934,1-anthroic acid; 1-anthracenecarboxylic acid,1-蒽甲酸,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>COOH</Font>,2023-01-17
789935,"anthrarufin; 1,5-dihydroxyanthraquinone","蒽绛酚；1,5-二羟蒽醌",,HOC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CO)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>OH</Font>,2023-01-17
789936,anthraquinonesulfonic acid,蒽醌磺酸,,C<Sub>14</Sub><Font>H</Font><Sub>7</Sub><Font>O</Font><Sub>2</Sub><Font>SO</Font><Sub>3</Sub><Font>H</Font>,2023-01-17
789937,"anthrone; 9,10-dihydro-9-keto-anthracene","蒽酮；9,10-二氢蒽-9-酮",,C<Sub>14</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font>,2023-01-17
789938,anthraquinone,蒽醌,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(CO)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub>,2023-01-17
789939,anthraquinoline,蒽喹啉,,C<Sub>17</Sub><Font>H</Font><Sub>11</Sub><Font>N</Font>,2023-01-17
789940,anthraquinol; anthrahydroquinone,"氢蒽醌；蒽氢醌；9,10-蒽二酚",,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(COH)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub>,2023-01-17
789941,anthrapurpurin,"蒽紫素；1,2,7-三羟蒽醌",,HOC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CO)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)</Font><Sub>2</Sub>,2023-01-17
789942,anthranylamine; anthramine; anthrylamine,蒽胺；胺蒽,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>NH</Font><Sub>2</Sub>,2023-01-17
789943,anthranone,蒽酮,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(CO)(CH</Font><Sub>2</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub>,2023-01-17
789944,anthranoylanthranilic acid; anthraniloylanthranilic acid,邻胺苄醯基邻胺苄酸；邻-胺苯甲醯基邻-胺苯甲酸,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CONHC<sub>6</sub>H<sub>4</sub>COOH</p>,2025-05-15
789945,anthranol,9-羟蒽；9-蒽酚,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>OH</Font>,2023-01-17
789946,anthraniloylanthranitic acid; anthranoylanthranilic acid,邻胺苄醯基邻胺苄酸；邻-胺苯甲醯基邻-胺苯甲酸,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CONHC<sub>6</sub>H<sub>4</sub>COOH</p>,2025-05-15
789947,o-anthranilonitrile,邻-胺苯甲腈；邻-胺苄腈,,<p>NCC<sub>6</sub>H<sub>4</sub>NH<sub>2</sub></p>,2025-05-19
789948,anthranilidoacetic acid; N-(carboxymethyl)anthranilic acid,邻-羧苯胺乙酸；N-(羧甲)邻胺苄酸,,<p>HOOCCH<sub>2</sub>NHC<sub>6</sub>H<sub>4</sub>COOH</p>,2025-05-15
789949,anthranilic acid methyl ester,邻胺苄酸甲酯；邻-胺苯甲酸甲酯,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COOCH<sub>3</sub></p>,2025-05-15
789950,anthranilic acid ethyl ester,邻胺苄酸乙酯；邻-胺苯甲酸乙酯,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COOC<sub>2</sub>H<sub>5</sub></p>,2025-05-15
789951,anthranilic acid; o-aminobenzoic acid,邻胺苄酸；邻-胺苯甲酸,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COOH</p>,2025-05-15
789952,anthranilaldehyde; o-aminobenzaldehyde,邻胺苄醛；邻-胺苯甲醛,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CHO</p>,2025-05-15
789953,anthranil,苯甲醯亚胺酸,,HNC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CO</Font>,2023-01-17
789954,anthraldehyde,9-蒽甲醛,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>CHO</Font>,2023-01-17
789955,anthramine; anthrylamine; anthranylamine,蒽胺；胺蒽,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>NH</Font><Sub>2</Sub>,2023-01-17
789956,anthrahydroquinone diacetate,"蒽氢醌二乙酸酯；9,10-蒽二酚二乙酸酯",,C<Sub>14</Sub><Font>H</Font><Sub>8</Sub><Font>(OOCCH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789957,anthrahydroquinone; oxanthranol,蒽氢醌；氢蒽醌,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(COH)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub>,2023-01-17
789958,anthraflavine,"2,6-二羟-9,10-蒽醌；蒽黄素",,C<Sub>14</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789959,anthragallol,"1,2,3-三羟蒽醌",,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(CO)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H(OH)</Font><Sub>3</Sub>,2023-01-17
789960,anthradiol; anthracenediol,蒽二酚；二羟蒽,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(CH)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)</Font><Sub>2</Sub>,2023-01-17
789961,"9,10-anthradiamine","9,10-蒽二胺；二胺蒽",,C<Sub>14</Sub><Font>H</Font><Sub>8</Sub><Font>(NH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789962,anthrachrysazine; anthrachrysone,"金黄蒽醌；1,3,5,7-四羟蒽醌",,C<Sub>14</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub><Font>(OH)</Font><Sub>4</Sub>,2023-01-17
789963,"1,4,9,10-anthracenetetraol","1,4,9,10-蒽四醇",,C<Sub>14</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789964,anthracenesulfonic acid,蒽磺酸,,C<Sub>14</Sub><Font>H</Font><Sub>8</Sub><Font>SO</Font><Sub>3</Sub><Font>H</Font>,2023-01-17
789965,anthracenedione; anthraquinone,蒽醌,,C<Sub>14</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789966,anthracenediol,"1,2-蒽二酚；1,2-二羟蒽",,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(CH)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(OH)</Font><Sub>2</Sub>,2023-01-17
789967,anthracenediamine; diaminoanthracene,蒽二胺；二胺蒽,,C<Sub>14</Sub><Font>H</Font><Sub>8</Sub><Font>(NH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789968,anthracenecarboxylic acid,蒽甲酸,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>COOH</Font>,2023-01-17
789969,anthracene perhydride,全氢蒽,,C<Sub>14</Sub><Font>H</Font><Sub>24</Sub>,2023-01-17
789970,anthracene dihydride,二氢化蒽,,C<Sub>14</Sub><Font>H</Font><Sub>12</Sub>,2023-01-17
789971,anthracene,蒽,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(CH)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub>,2023-01-17
789972,Anone; cyclohexanone,环己酮,,CH<Sub>2</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CO</Font>,2023-01-17
789973,p-anol; p-propenylphenol,对-丙烯苯酚,,<p>CH<sub>3</sub>CH=CHC<sub>6</sub>H<sub>4</sub>OH</p>,2025-05-20
789974,o-anisylboric acid,邻-大茴香硼酸；邻-甲氧苯硼酸,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>B(OH)<sub>2</sub></p>,2025-05-19
789975,anisylamine; p-methoxybenzylamine,大茴香胺；对-甲氧苄胺,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>NH<sub>2</sub></p>,2025-05-15
789977,anisyl alcohol; methoxybenzyl alcohol,大茴香醇；甲氧基苄醇 {对-甲氧苯甲醇},,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>OH</p>,2025-05-15
789978,anisoyl chloride,大茴香醯氯；氯化大茴香醯基,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COCl</Font>,2023-01-17
789979,anisonitrile,大茴香腈 {对-甲氧苯甲腈},,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CN</p>,2025-05-15
789980,anisole,甲氧苯；甲基苯基醚；大茴香醚,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
789981,"anisoin; p,p'-dimethoxybenzoin","大茴香偶姻；p,p'-二甲氧安息香",,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COCHOHC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>OCH</Font><Sub>3</Sub>,2023-01-17
789982,anisilic acid,大茴香醇酸,,(CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub><Font>C(OH)COOH</Font>,2023-01-17
789983,anisil,联大茴香醯,,(CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CO)</Font><Sub>2</Sub>,2023-01-17
789984,anisidine; aminoanisole,甲氧苯胺；胺苯基甲基醚,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NH</Font><Sub>2</Sub>,2023-01-17
789985,anisic aldehyde; anisaldehyde,大茴香醛,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CHO</Font>,2023-01-17
789986,anisic acid piperazinium salt,大茴香酸六氢吡【口+井】盐,,C<Sub>4</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>·2C</Font><Sub>8</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
789987,anisic acid methyl ester,大茴香酸甲酯,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOCH</Font><Sub>3</Sub>,2023-01-17
789988,anisic acid ethyl ester,大茴香酸乙酯,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
789989,anisic acid,大茴香酸；对-甲氧苯甲酸,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>COOH</p>,2025-05-15
789990,anis camphor; anethole; 4-propenylanisole,大茴香脑；4-丙烯大茴香醚,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CH=CHCH<sub>3</sub></p>,2025-05-15
789991,anisaldoxime,大茴香醛肟,,C<Sub>8</Sub><Font>H</Font><Sub>9</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789992,anisamide,大茴香醯胺 {对-甲氧苯甲醯胺},,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CONH<sub>2</sub></p>,2025-05-15
789993,o-anisaldehyde; o-methoxybenzaldehyde,邻-大茴香醛；邻-甲氧苯甲醛,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CHO</p>,2025-05-19
789994,anisaldehyde,大茴香醛 {对-甲氧苯甲醛},,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CHO</p>,2025-05-15
789995,anisalcohol; anise alcohol; 4-methoxybenzyl alcohol,大茴香醇；4-甲氧苄醇,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>OH</p>,2025-05-15
789996,2-anilinoethanol,2-苯胺乙醇,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHCH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
789997,anilinoethane; N-ethylaniline,苯胺乙烷；乙胺基苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHCH</Font><Sub>2</Sub><Font>CH</Font><Sub>3</Sub>,2023-01-17
789998,o-anilinobenzoic acid; N-phenylanthranilic acid,邻-苯胺苯甲酸；N-苯基邻胺苄酸,,<p>C<sub>6</sub>H<sub>5</sub>NHC<sub>6</sub>H<sub>4</sub>COOH</p>,2025-05-19
789999,anilinobenzene; diphenylamine,苯胺苯；二苯胺,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>2</Sub><Font>NH</Font>,2023-01-17
790000,anilinoacetic acid; N-phenylglycine,苯胺乙酸；N-苯甘胺酸,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHCH</Font><Sub>2</Sub><Font>COOH</Font>,2023-01-17
790001,anilinesulfonic acid,胺苯磺酸,,H<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>3</Sub><Font>H</Font>,2023-01-17
790002,p-anilinesulfonamide; sulfanilamide,对-胺苯磺醯胺；胺苯磺胺,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>SO<sub>2</sub>NH<sub>2</sub></p>,2025-05-20
790003,anilinium picrate,苦味酸苯铵,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(NO</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub>,2023-01-17
790004,anilinium oxalate,草酸苯胺；乙二酸苯胺,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
790005,aniline sulfate,苯胺硫酸盐,,<p>(C<sub>6</sub>H<sub>5</sub>NH<sub>2</sub>)<sub>2</sub>&middot;H<sub>2</sub>SO<sub>4</sub></p>,2024-10-09
790006,aniline nitrate,苯铵硝酸盐,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>3</Sub><Font>NO</Font><Sub>3</Sub>,2023-01-17
790007,aniline hydrochloride,苯胺盐酸盐,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>2</Sub><Font>·HCl</Font>,2023-01-17
790008,aniline acetate,乙酸苯铵,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>2</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
790009,aniline,苯胺；胺苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>2</Sub>,2023-01-17
790010,anhydroecgonine,去水爱克哥宁；去水分解古柯碱,,C<Sub>9</Sub><Font>H</Font><Sub>13</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
790011,anhalonine,【口+咢】仙人掌碱,,C<Sub>12</Sub><Font>H</Font><Sub>15</Sub><Font>NO</Font><Sub>3</Sub>,2023-01-17
790012,anhaline; hordenine {4-[2-(dimethylamino)ethyl]phenol},大麦芽碱 {4-[2-(二甲胺)乙基]苯酚},,<p>C<sub>10</sub>H<sub>15</sub>NO</p>,2025-05-15
790013,anhalinine; O-methylanhalamine,O-甲[基]仙人掌碱,,C<Sub>11</Sub><Font>H</Font><Sub>14</Sub><Font>NO</Font><Sub>2</Sub><Font>(OCH</Font><Sub>3</Sub><Font>)</Font>,2023-01-17
790014,anhalidine,N-甲[基]仙人掌碱,,C<Sub>12</Sub><Font>H</Font><Sub>17</Sub><Font>NO</Font><Sub>3</Sub>,2023-01-17
790015,anhalamine,仙人掌碱,,C<Sub>11</Sub><Font>H</Font><Sub>15</Sub><Font>NO</Font><Sub>3</Sub>,2023-01-17
790016,angustione,安钩酮,,C<Sub>11</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
