ID,英文名稱,中文名稱,圖片,更新日期
2744320,air navigation information,导航资料,,2017-01-16
2744321,air navigation map,领航图,,2017-01-16
2744322,air photogrammertic survey,航空摄影测量,,2017-01-16
2744323,air photograph,航摄像片；空中照片,,2017-01-16
2744324,air photographer,航空摄影员,,2017-01-16
2744325,air phototgraphic crew,空照组员,,2017-01-16
2744326,air pocket,气潭；气阱,,2017-01-16
2744327,air relief,排气器,,2017-01-16
2744328,air resistance,空气阻力,,2017-01-16
2744329,air separator,气流分析器,,2017-01-16
2744330,air sextant,航空六分仪,,2017-01-16
2744331,air sounding,大气探测,,2017-01-16
2744332,air speed,航速,,2017-01-16
2744333,air speed indicator,空速表,,2017-01-16
2744334,air speeder,航速计,,2017-01-16
2744335,air station,航摄站,,2017-01-16
2744336,air strip,航带,,2017-01-16
2744337,air survey,航空测量,,2017-01-16
2744338,air target chart,航行目标图,,2017-01-16
2744339,air target material,空中目标资料,,2017-01-16
2744340,air target mosaic,空中目标照片镶嵌图,,2017-01-16
2744341,air terminal,机场*,,2017-01-16
2744342,air thermometer,空气温度计,,2017-01-16
2744343,air-pressure release,气压快门开关,,2017-01-16
2744344,airborne control system,空中控制系统,,2017-01-16
2744345,airborne electronic survey control,空中电子测量控制,,2017-01-16
2744346,airborne geomagnetic survey,空中地磁测量,,2017-01-16
2744347,airborne geophysical survey,空中地球物理勘测,,2017-01-16
2744348,airborne gravity measurement,空中重力测量,,2017-01-16
2744349,airborne infrared mapper,航空红外线成像仪,,2017-01-16
2744350,airborne infrared scanner,航空红外线扫描仪,,2017-01-16
2744351,airborne magnetic survey,空中磁力测量,,2017-01-16
2744352,airborne magnetometer,空中磁测计,,2017-01-16
2744353,airborne plateform,航空平台,,2017-01-16
2744354,airborne profile recorder (APR),空中断面记录仪,,2017-01-16
2744355,airborne profile recording,空中断面记录,,2017-01-16
2744356,airborne profiling thermometer,空中剖面热量计；热量辐射计,,2017-01-16
2744357,airborne strip mapper,航带成像仪,,2017-01-16
2744358,airborne survey,航空测量,,2017-01-16
2744359,airborne tellurometer,航空微波测距仪,,2017-01-16
2744360,aircraft camera mount,航摄仪座架,,2017-01-16
2744361,aircraft flying height,航高,,2017-01-16
2744362,airfield runway,机场跑道*,,2017-01-16
2744363,airheating apparatus,空气加热器,,2017-01-16
2744364,airing paper,晾纸,,2017-01-16
2744365,airline distance,航线距离,,2017-01-16
2744366,airline (route) map,航线图,,2017-01-16
2744367,airphoto duplicate,复制航摄像片,,2017-01-16
2744368,airphoto mosaic,航空像片镶嵌,,2017-01-16
2744369,airphoto pattern,航摄像片样片,,2017-01-16
2744370,airphoto transfer,航摄像片转绘,,2017-01-16
2744371,airplane fabric,飞机布,,2017-01-16
2744372,airplot,空中描绘；空中测位,,2017-01-16
2744373,airport beacon,航站灯标,,2017-01-16
2744374,airport taxiway,机场滑行道*,,2017-01-16
2744375,airscape,鸟瞰图,,2017-01-16
2744376,airview map,鸟瞰图,,2017-01-16
2744377,airway beacon,航路灯标,,2017-01-16
2744378,airway map,航空线图,,2017-01-16
2744379,Airy Floating theory,爱黎托浮理论,,2017-01-16
2744380,Airy-Heiskanen gravity reduction,爱黎-海斯堪宁重力化算,,2017-01-16
2744381,Airy's theory of isostasy,爱黎均衡理论,,2017-01-16
2744382,albedometer,反照率计,,2017-01-16
2744383,Alber's projection,亚尔勃斯投影,,2017-01-16
2744384,albumin process,蛋白制版法,,2017-01-16
2744385,alcohol,酒精,,2017-01-16
2744386,Aldis signalling lamp,亚尔迪斯信号灯,,2017-01-16
2744387,alidade,照准仪,,2017-01-16
2744388,alidade clamp,上盘制动螺旋,,2017-01-16
2744389,alidade method,图解交会法,,2017-01-16
2744390,alidade protractor,照准仪分度器,,2017-01-16
2744391,alidade rule,照准规,,2017-01-16
2744392,align,定向；定线,,2017-01-16
2744393,align feature,线状地物,,2017-01-16
2744394,aligner,定线器,,2017-01-16
2744395,aligning,轴心对准,,2017-01-16
2744396,aligning telescope,定线望远镜,,2017-01-16
2744397,alignment correction,定直线改正,,2017-01-16
2744398,alignment curve,定曲线,,2017-01-16
2744399,alignment instrument,定线仪器,,2017-01-16
2744400,alignment of sounding,测深定线；水道测深线,,2017-01-16
2744401,alizarine,茜草色精,,2017-01-16
2744402,alkali,碱,,2017-01-16
2744403,alkali flat,碱质平原,,2017-01-16
2744404,all-weather road,全天候道路,,2017-01-16
2744405,allochromatic color,染色,,2017-01-16
2744406,allois senefolder,塞纳费尔德,,2017-01-16
2744407,allowable error,容许误差,,2017-01-16
2744408,allowable value,容许值,,2017-01-16
2744409,allowance for curvature,曲率容许值,,2017-01-16
2744410,allowance,容许值；公差；容许差,,2017-01-16
2744411,alluvial fan,冲积扇,,2017-01-16
2744412,almanac,天文年历,,2017-01-16
2744413,almucantar,地平纬圈,,2017-01-16
2744414,along-shore feature,沿岸地物,,2017-01-16
2744415,alphanumeric keybord,字母数字键盘,,2017-01-16
2744416,Altair,牵牛星,,2017-01-16
2744417,altazimuth instrument,高度方位仪；地平经纬仪,,2017-01-16
2744418,alteration of areas,面积变形(投影),,2017-01-16
2744419,alteration of cross-section,截面改变,,2017-01-16
2744420,alternate station method,隔站测法,,2017-01-16
2744421,altimeter,测高计,,2017-01-16
2744422,altimeter calibration,测高计检定,,2017-01-16
2744423,altimeter setting,测高计安置值,,2017-01-16
2744424,altimetric data,高程数据,,2017-01-16
2744425,altimetric map,高程注记图,,2017-01-16
2744426,altimetric point,高程点,,2017-01-16
2744427,altimetry,测高术,,2017-01-16
2744428,altiscope,折射望远镜,,2017-01-16
2744429,altitude,高度,,2017-01-16
2744430,altitude circle,地平圈,,2017-01-16
2744431,altitude correction,高程改正,,2017-01-16
2744432,altitude datum,高程基准面,,2017-01-16
2744433,altitude difference,高程差,,2017-01-16
2744434,altitude intercept,比高,,2017-01-16
2744435,altitude level,高程水准管,,2017-01-16
2744436,altitude of pole,天极高度,,2017-01-16
2744437,altitude recorder,自记测高仪,,2017-01-16
2744438,altitude scale,高度表,,2017-01-16
2744439,altitude tinting,分层设色,,2017-01-16
2744440,altitude tints,分层设色,,2017-01-16
2744441,altitude tolerance,高空忍耐度,,2017-01-16
2744442,altitude-contour ratio,曲线高程比,,2017-01-16
2744443,altitude-tint legend,分层设色高度表,,2017-01-16
